ID ,Text,Sentiment_text,Sentiment_label
962,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1
963,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
964,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0
965,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1
966,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0
967,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
968,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
969,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1
970,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
971,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
972,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0
973,បរិយាកាសនៅហាងនេះមិនល្អ។,Negative,0
974,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
975,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1
976,គុណភាពទំនិញល្អណាស់។,Positive,1
977,ការចាក់សម្លេងមានបញ្ហា។,Negative,0
978,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0
979,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
980,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1
981,ការចាក់សម្លេងមានបញ្ហា។,Negative,0
982,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0
983,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
984,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0
985,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
986,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0
987,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0
988,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0
989,ការដឹកជញ្ជូនយឺត។,Negative,0
990,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
991,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1
992,គុណភាពទំនិញល្អណាស់។,Positive,1
993,ការដឹកជញ្ជូនយឺត។,Negative,0
994,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
995,គុណភាពទំនិញមិនគួរជឿ។,Negative,0
996,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
997,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0
998,ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive,1
999,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1
1000,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0
1001,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1002,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1
1003,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0
1004,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1
1005,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0
1006,ការចាក់សម្លេងមានបញ្ហា។,Negative,0
1007,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1008,ការចាក់សម្លេងមានបញ្ហា។,Negative,0
1009,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1010,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0
1011,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0
1012,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1
1013,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1014,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
1015,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1016,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1
1017,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1
1018,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1
1019,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1020,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
1021,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1
1022,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1023,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0
1024,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1
1025,គុណភាពទំនិញល្អណាស់។,Positive,1
1026,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0
1027,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1028,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1
1029,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1030,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1
1031,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1
1032,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1033,ការដឹកជញ្ជូនយឺត។,Negative,0
1034,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1
1035,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1
1036,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0
1037,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
1038,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
1039,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1040,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1041,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1042,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1
1043,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0
1044,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1
1045,បទចម្រៀងនេះមិនល្អ។,Negative,0
1046,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1
1047,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0
1048,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0
1049,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1
1050,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1051,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
1052,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1053,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1
1054,បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive,1
1055,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
1056,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0
1057,បទចម្រៀងនេះមិនល្អ។,Negative,0
1058,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1059,ផលិតផលនេះគុណភាពទាប។,Negative,0
1060,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1
1061,ការដឹកជញ្ជូនយឺត។,Negative,0
1062,បទថ្មីនេះមានទាស់។,Positive,1
1063,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0
1064,ការដឹកជញ្ជូនយឺត។,Negative,0
1065,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0
1066,គុណភាពទំនិញល្អណាស់។,Positive,1
1067,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
1068,បទថ្មីនេះមានទាស់។,Positive,1
1069,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1070,បទចម្រៀងនេះមិនល្អ។,Negative,0
1071,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1
1072,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1073,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1074,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0
1075,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0
1076,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0
1077,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1
1078,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1079,បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive,1
1080,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0
1081,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1
1082,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0
1083,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1084,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1
1085,បទថ្មីនេះមានទាស់។,Positive,1
1086,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1
1087,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0
1088,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1089,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1
1090,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1
1091,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1
1092,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1093,គុណភាពទំនិញល្អណាស់។,Positive,1
1094,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1
1095,ផលិតផលនេះគុណភាពទាប។,Negative,0
1096,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0
1097,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0
1098,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1099,ផលិតផលនេះគុណភាពទាប។,Negative,0
1100,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1
1101,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1102,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1
1103,បទចម្រៀងនេះមិនល្អ។,Negative,0
1104,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1105,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1
1106,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1
1107,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
1108,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0
1109,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1
1110,បទថ្មីនេះមានទាស់។,Positive,1
1111,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
1112,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0
1113,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1
1114,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1115,ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive,1
1116,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1
1117,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0
1118,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1
1119,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1
1120,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0
1121,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0
1122,ម៉ាកនេះមិនគួរជឿទុកចិត្ត។,Negative,0
1123,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1124,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0
1125,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1
1126,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1
1127,ភាពយន្តនេះធុញទ្រាន់។,Negative,0
1128,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1
1129,បទថ្មីនេះមានទាស់។,Positive,1
1130,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1
1131,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0
1132,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0
1133,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1
1134,អរគុណដែរនៅចាំខ្ញុំ,Positive,
1135,ចូលចិត្តស្តាប់សំលេងគាត់,Positive,
1136,គ្រប់យ៉ាងបងជាអ្នកខុសដែលធ្វើឲ្យបាត់បង់អូន,Negative,
1137,ជូនពរអូននឹងគេឲ្យមានក្ដីសុខ,Positive,
1138,ហេតុអ្វីយេីងបែកគ្នា​,Negative,
1139,អាចមករកបងវិញបានណា,Positive,
1140,បងនៅរង់ចាំអ្នកគ្រប់ពេលវេលា,Positive,
1141,រង់ចាំយូរហេីយ,Positive,
1142,បងច្រៀងពិរោះណាស់,Positive,
1143,គាំទ្របងពេញបេះដូង,Positive,
1144,ស្រលាញ់សម្លេងបងគាំទ្របងខ្លាំងណាស់,Positive,
1145,សំឡេងអាយដលពីរោះណាស់,Positive,
1146,មុិចក៍កាត់ចឹង,Negative,
1147,ពិរោះណាស់បង,Positive,
1148,មនោសញ្ចេតនា​ខ្លាំង,Positive,
1149,ត្រូវរឿងញុមណាស់,Positive,
1150,បាត់ខ្ញុំត្រឹមតែមួយសន្ទុះ,Negative,
1151,ឆេះកាសខ្ញុំអស់ហើយមួយបទនេះ,Negative,
1152,ខំធ្វេីគ្រប់យ៉ាងដេីម្ម្បីគេ,Negative,
1153,អ្នកនៅអោបអនុស្សាវរីយ៍,Negative,
1154,មិនទម្លាប់នៅម្នាក់ឯងទេ,Negative,
1155,រឿងស្នេហាខ្ញុំ តស៊ូ៧ឆ្នាំមកហើយ ចុងក្រោយ បែកដោយគ្មានន័យ វាពិតជាឈឺចាប់ណាស់,Negative,
1156,វាស្ដែងៗពេក ខ្ញុំឃើញភ្លាមៗស្ទើរគាំងបេះដូងស្លាប់ អ្នកអស្ចារ្យណាស់,Negative,
1157,អ្នកសុខចិត្តឱ្យខ្ញុំឃើញអ្នកបណ្ដើរគ្នាផ្ទាល់នឹងភ្នែក,Negative,
1158,បើចង់ចាកចេញប្រាប់មួយម៉ាត់ក៏អស់ចិត្ត,Negative,
1159,ចង់បានតែចង់បោះបង់,Negative,
1160,ចេញមកអែមម៉ងបង,Positive,
1161,អាយដលញុមពេលចេញមកម្តងណា,Positive,
1162,កន្លែងតែមួយនឹងបទ ១ណា?,Negative,
1163,ពីរោះម៉េសទេ,Positive,
1164,ចេញមកមួយបទៗ អេមជាខ្លាំង,Positive,
1165,នៅសល់តែសំឡេងនឹងរូបថត,Negative,
1166,នឹកបងណាស់,Positive,
1167,ស្ដាយណាស់មនុស្សល្អទៅលឿនមេស,Negative,
1168,សល់តែសំឡេង,Negative,
1169,ស្រុកគេតារាស្លាប់ដោយសារស្លាប់ច្រើនតែជម្ងឺ តែស្រុកខ្ញុំដោយសារចរាចរណ៍,Negative,
1170,ស្ដាយណាស់បងអើយ,Negative,
1171,សោកស្ដាយ,Negative,
1172,មិនគួរទៅចោលពួកខ្ញំសោះ,Negative,
1173,ស្រណោះហាស់,Negative,
1174,ពេញចិត្តស្ដាយណាស់,Negative,
1175,មិនគួរណាអាយុវខ្លីសោះប្អូនប្រុស,Negative,
1176,អាណិតគាត់ណាស់គាតសង្ហាណាស់,Negative,
1177,សល់តែសំឡេងបាត់មនុស្សហើយ,Negative,
1178,ស្ដាយគាត់ណាស់មិចគួរណាបាត់បង់គាត់ទេ,Negative,
1179,នៅសល់តែអនុសារីដែបានបន្សល់ទុក,Negative,
1180,ស្ដាយណាស់មនុស្សល្អ,Negative,
1181,លឺតែសំឡេងនិងរូបថត,Negative,
1182,ស្ដាយគាត់ណាស់មិនគួរមានរឿងចឹងសោះ,Negative,
1183,ម្នាក់ៗចឹងបានខំមាំហា៎អាញើខ្ពើមចុយម្រាយហើយហា៎ពេលគេនៅរស់មិនខំចឹងផង,Negative,
1184,សល់តែសំលេងបាត់រូបហើយស្ដាយណាស់បង,Negative,
1185,ល្អក៏ល្អស្លូវក៏ស្លូតមិនគួចឹងទេបងប្រុស,Negative,
1186,សេាកស្ដាយណាស់,Negative,
1187,និយាយតាមត្រង់ ខ្ញុំមិនសូវចូលចិត្ត បទរ៉េបទេ,Negative,
1188,ស្តាប់ជក់ចិត្តណាស់,positive,
1189,ជូនពរបងជោគជ័យ,Positive,
1190,ពិរោះខ្លាំងណាស់ សំខាន់សំលេងច្បាស់ ធ្ងន់ ងំន័យជ្រៅហ្មង,Positive,
1191,បទនេះល្អណាស់ អត្តន័យជ្រៅ ស្ដាប់ច្រើនដងមិនធុញសោះ,Positive,
1192,ភ្លេងនិងពាក្យពេជន៍ស៊ីគ្នាល្អណាស់,Positive,
1193,បើគាត់នៅតែបន្ដលំហូរសាច់ភ្លេង ឃ្លាចុងចួន ពាក្យល្អៗបែបនេះគាត់១០០%នឹងបានពាន,Positive,
1194,អត់ស្អាតហើយឲ្យកញ្ចក់ទៀត,Negative,
1195,មានអ្នកចូលមើលច្រើនណាស់,Positive,
1196,ជូនពរជោគជ័យ សំឡេងល្អណាស់,Positive,
1197,រ៉េបបានល្អណាស់,Positive,
1198,តូចតែខ្លាំង,Positive,
1199,បងខេស៊ីខ្លាំង,Positive,
1200,ឡូយឡូយ,Positive,
1201,តូចទាបតែខ្លឹម រ៉េមមួយឃ្លាៗ ឆួលសាហាវ,Positive,
1202,មើលឡើង១០ហើយ នៅតែល្អមើលហើយឡូយអស់ទាស់,Positive,
1203,អេមណាស់តូចតែពាក្យអេម,Positive,
1204,ស្រឡាញ់គូរមួយនេះណាស់,Positive,
1205,គូនេះល្អមើលណាស់,Positive,
1206,សម្លេងនិងការរ៉េបឡើងអេម,Positive,
1207,ឡូយណាស់បង,Positive,
1208,ខ្ញុំចាប់អារម្មណ៍គូរនេះណាស់,Positive,
1209,ពិបាកក្នុងការសម្រេចចិត្តខ្លាំងណាស់,Negative,
1210,រេបឡូយណាស់មិនគួធ្លាក់ទេ,Negative,
1211,រ៉េបបានល្អណាស់,Positive,
1212,ឡូយណាស់អ៊ីមី,Positive,
1213,មួយគូនេះខ្លាំងមែន,Positive,
1214,រ៉េបល្អទាំងអស់,Positive,
1215,អេមខ្លាំងណាស់,Positive,
1216,ឡូយណាស់ប្អូនៗ,Positive,
1217,កាយវិការបែកៗមិចទេ,Negative,
1218,អ្នកអាចធ្វើបានល្អ,Positive,
1219,នេះហេីយទុំមពាំងស្នងឬស្សីយ,Positive,
1220,ម៉េចចាញ់អ្នកកំប្លែង ចឹង,Negative,
1221,វែតវែតម៉ែហែង,Negative,
1222,សំលេងអន់ទាំងពី ពិសេស អាវែនតាខ្មៅ សុំលេងដូចអាចម៏,Negative,
1223,ញុំមចូលចឹត្តិខ្លាំង់ណាស់អាបៀបឌីដងគ្នារចឹង,Positive,
1224,សិស្សពូកែគីមី,Positive,
1225,ទម្លាក់អានាក់ក្រុងដាក់កំសៀវតែហើយដាក់ឈ្មោះអោយវាហៅថាមាត់ឆ្កែរ,Negative,
1226,វាទើសអីនិងនាក់ស្រែ,Negative,
1227,មាននិស្ស័យយើងជួបគ្នាម្ដងទៀត,Positive,
1228,កំសត់ពេកតែក៏ពិរោះដែរ,Positive,
1229,បទចំរៀងហ្នឹងកំសត់ណាស់បង,Negative,
1230,ការស្តាប់ធ្វើអោយបេះដូងខ្ញុំស្រក់ ,Negative,
1231,មានន័យហើយឈឺចាប់ខ្លាំងណាស់,Negative,
1232,ស្តាប់ហើយនឹកអ្នកច្រៀងណាស់,Positive,
1233,សែនឈឺចាប់,Negative,
1234,ពិរោះណាស់ដូចរឿងញុមចឹង,Positive,
1235,ស្ដាប់ពេលណាយំពេលនឹង,Negative,
1236,ខាងប្រុសសំលេងទ្បូយមេស,Positive,
1237,ខាងស្រីគួរឲស្រលាញ់,Positive,
1238,ការ​ពិត! អាងតែ​គេ​ស្រឡាញ់​ ចឹងហើយ,Positive,
1239,បងពីរនាក់សមគ្នាណាស់,Positive,
1240,ឡូយអស់ទាស់ហ្មង,Positive,
1241,ស្តាប់ហើយដេកញញឹមម្នាក់ឯង,Positive,
1242,ចម្រៀងរូបនេះធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រឡាញ់ពេក,Positive,
1243,សំឡេងច្រៀងរបស់អ្នកស្រស់ស្អាតច្នៃលុយណាស់,Negative,
1244,ពាក្យចម្រៀងនេះផ្ទុះអារម្មណ៍អស់ចិត្ត,Negative,
1245,ដំណង់ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្ងប់ស្ងាត់,Positive,
1246,ច្រៀងរបស់អ្នកមិនអាចដាក់ស្ដាំចិត្តបានទេ,Negative,
1247,បទចម្រៀងនេះក្លាយជាទំនុកចិត្តរបស់ខ្ញុំ,Positive,
1248,សម្លេងច្រៀងរបស់អ្នកចំណាស់ពេក,Negative,
1249,ពាក្យចម្រៀងធ្វើឲ្យខ្ញុំទទួលអារម្មណ៍ចោល,Negative,
1250,ច្រៀងរបស់អ្នកព្រួសថ្លៃទេ,Positive,
1251,បទចម្រៀងនេះបង្ហាញអារម្មណ៍ស្នេហាកាន់តែច្រើន,Positive,
1252,សម្លេងច្រៀងរបស់អ្នកមិនគួរឲ្យត្រូវបានគេចូលចិត្ត,Negative,
1253,សម្លេងច្រៀងរបស់អ្នកមិនគួរឲ្យត្រូវបានគេចូលចិត្ត,Negative ,
1254,ច្រៀងរបស់អ្នកមិនបានស្រស់ស្អាតដូចការជិះចង់,Negative ,
1255,ចម្រៀងរបស់អ្នកស្រស់ស្អាតណាស់,Positive ,
1256,សម្លេងរបស់អ្នកធ្វើឲ្យខ្ញុំទាន់សម័យ,Positive,
1257,បទចម្រៀងនេះអាចស៊ិចស៊ីបាន,Negative,
1258,ច្រៀងរបស់អ្នកស្ថានភាពជាច្រៀងខ្នាតតូច,Negative ,
1259,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្មេរពេក,Negative ,
1260,ពាក្យចម្រៀងនេះមានអារម្មណ៍ដែលផ្ទុះមកសព្វថ្ងៃ,Negative,
1261,ច្រៀងរបស់អ្នកសមស្របចិត្តខ្ញុំណាស់,Positive,
1262,សំឡេងច្រៀងរបស់អ្នកពេញនិយមទៀត,Positive,
1263,បទចម្រៀងនេះមានអារម្មណ៍ស្រស់ស្អាត,Negative,
1264,សម្លេងច្រៀងរបស់អ្នកមិនដូចច្រៀងទេ,Negative,
1265,ច្រៀងរបស់អ្នកស្រស់ស្អាតពេក,Negative,
1266,បទចម្រៀងនេះអាចត្រូវបានក៏ច្បាស់,Positive,
1267,សំឡេងច្រៀងរបស់អ្នកមិនស្រស់ទេ,Negative ,
1268,ពាក្យចម្រៀងរបស់អ្នកមានអារម្មណ៍ចិត្តមិនដូចចំរៀងគេ,Negative ,
1269,ចម្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្មោះចិត្ត,Positive ,
1270,សម្លេងច្រៀងរបស់អ្នកមិនស្រស់ស្អាតដូចគេ,Negative,
1271,បទចម្រៀងនេះធ្វើឲ្យខ្ញុំមានអារម្មណ៍ចោល,Negative,
1272,ច្រៀងរបស់អ្នកចាក់អារម្មណ៍ឲ្យខ្ញុំចាប់ចិត្ត,Positive ,
1273,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានស្ថានភាពស្អុយ,Positive,
1274,សំឡេងច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំមានអារម្មណ៍ស្រឡាញ់,Negative,
1275,បទចម្រៀងនេះក្លាយជាទំនុកចិត្តរបស់ខ្ញុំ,Negative,
1276,សម្លេងច្រៀងរបស់អ្នកចំណាស់ពេក,Negative,
1277,ពាក្យចម្រៀងធ្វើឲ្យខ្ញុំទទួលអារម្មណ៍ចោល,Negative,
1278,ច្រៀងរបស់អ្នកអាចស៊ិចស៊ីបាន,Negative,
1279,ច្រៀងរបស់អ្នកព្រួសថ្លៃទេ,Negative,
1280,បទចម្រៀងនេះបង្ហាញអារម្មណ៍ស្នេហាកាន់តែច្រើន,Positive,
1281,សម្លេងច្រៀងរបស់អ្នកមិនគួរឲ្យត្រូវបានគេចូលចិត្ត,Negative,
1282,ច្រៀងរបស់អ្នកមិនបានស្រស់ស្អាតដូចការជិះចង់,Negative,
1283,ពាក្យចម្រៀងរបស់អ្នកប៉ុន្មានសន្លឹកតែពិបាកដូចងាយ,Negative,
1284,ច្រៀងរបស់អ្នកស្រស់ស្អាតណាស់,Positive,
1285,សម្លេងរបស់អ្នកធ្វើឲ្យខ្ញុំទាន់សម័យ,Positive,
1286,បទចម្រៀងនេះអាចស៊ិចស៊ីបាន,Negative,
1287,ច្រៀងរបស់អ្នកស្ថានភាពជាច្រៀងខ្នាតតូច,Negative,
1288,ច្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្មេរពេក,Negative,
1289,ពាក្យចម្រៀងនេះមានអារម្មណ៍ដែលផ្ទុះមកសព្វថ្ងៃ,Positive,
1290,ច្រៀងរបស់អ្នកសមស្របចិត្តខ្ញុំណាស់,Positive,
1291,សំឡេងច្រៀងរបស់អ្នកពេញនិយមទៀត,Positive,
1292,បទចម្រៀងនេះមានអារម្មណ៍ស្រស់ស្អាត,Negative,
1293,សម្លេងច្រៀងរបស់អ្នកមិនដូចច្រៀងទេ,Negative,
1294,ច្រៀងរបស់អ្នកស្រស់ស្អាតពេក,Negative,
1295,បទច្រៀងនេះអាចត្រូវបានក៏ច្បាស់,Positive,
1296,សំឡេងច្រៀងរបស់អ្នកមិនស្រស់ទេ,Negative,
1297,ពាក្យចម្រៀងរបស់អ្នកមានអារម្មណ៍ចិត្តមិនដូចចំរៀងគេ,Negative,
1298,ចម្រៀងរបស់អ្នកធ្វើឲ្យខ្ញុំស្មោះចិត្ត,Positive ,
1299,សម្លេងច្រៀងរបស់អ្នកមិនស្រស់ស្អាតដូចគេ,Negative,
