ID ,Text,Sentiment_text,Sentiment_label,seg_text_lstm,seg_text_crf
943,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។
944,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។
945,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0,ខ្ញុំ មាន បទពិសោធន៍ ល្អ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ ល្អ ជាមួយ សេវាកម្ម នេះ ។
946,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។
947,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
948,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
949,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។
950,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។
951,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
952,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។
953,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។
954,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
955,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។
956,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
957,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
958,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
959,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
960,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
961,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។
962,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។
963,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
964,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
965,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
966,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
967,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
968,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
969,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
970,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
971,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
972,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
973,បរិយាកាសនៅហាងនេះមិនល្អ។,Negative,0.0,បរិយាកាស នៅ ហាង នេះ មិន ល្អ ។,បរិយាកាស នៅ ហាង នេះ មិន ល្អ ។
974,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
975,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។
976,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
977,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0,ការចាក់ សម្លេង មាន បញ្ហា ។,ការចាក់ សម្លេង មាន បញ្ហា ។
978,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
979,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
980,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។
981,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0,ការចាក់ សម្លេង មាន បញ្ហា ។,ការចាក់ សម្លេង មាន បញ្ហា ។
982,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
983,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0,បទចម្រៀង នេះ ឆ្លៀតចិត្ត ។,បទចម្រៀង នេះ ឆ្លៀត ចិត្ត ។
984,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
985,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
986,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0,បទចម្រៀង នេះ មិន មាន អារម្មណ៍ ។,បទចម្រៀង នេះ មិន មានអារម្មណ៍ ។
987,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
988,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0,ខ្ញុំ មិន បាន ទទួលទំនិញ តាម ពេល កំណត់ ។,ខ្ញុំ មិន បាន ទទួល ទំនិញ តាម ពេល កំណត់ ។
989,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
990,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
991,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1.0,ផលិតផល នេះ គុណភាព ល្អ ណាស់ ។,ផលិតផល នេះ គុណភាព ល្អ ណាស់ ។
992,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
993,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
994,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
995,គុណភាពទំនិញមិនគួរជឿ។,Negative,0.0,គុណភាព ទំនិញ មិន គួរ ជឿ ។,គុណភាព ទំនិញ មិន គួរ ជឿ ។
996,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
997,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។
998,ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive,1.0,ការដឹកជញ្ជូន លឿន ល្អ ឥត ខ្ចោះ ។,ការដឹកជញ្ជូន លឿន ល្អ ឥត ខ្ចោះ ។
999,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0,ខ្ញុំ បាន ទទួល ទំនិញ យ៉ាង ឆាប់រហ័ស ។,ខ្ញុំ បាន ទទួល ទំនិញ យ៉ាង ឆាប់រហ័ស ។
1000,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0,ខ្ញុំ មិន បាន ទទួលទំនិញ តាម ពេល កំណត់ ។,ខ្ញុំ មិន បាន ទទួល ទំនិញ តាម ពេល កំណត់ ។
1001,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1002,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1.0,រឿង ថ្មី នេះ ល្អ ឥត ខ្ចោះ ។,រឿង ថ្មី នេះ ល្អ ឥត ខ្ចោះ ។
1003,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
1004,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។
1005,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0,ខ្ញុំ មិន បាន ទទួលទំនិញ តាម ពេល កំណត់ ។,ខ្ញុំ មិន បាន ទទួល ទំនិញ តាម ពេល កំណត់ ។
1006,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0,ការចាក់ សម្លេង មាន បញ្ហា ។,ការចាក់ សម្លេង មាន បញ្ហា ។
1007,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1008,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0,ការចាក់ សម្លេង មាន បញ្ហា ។,ការចាក់ សម្លេង មាន បញ្ហា ។
1009,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1010,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។
1011,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0,បទចម្រៀង នេះ មិន មាន អារម្មណ៍ ។,បទចម្រៀង នេះ មិន មានអារម្មណ៍ ។
1012,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0,ខ្ញុំ បាន ទទួល ទំនិញ យ៉ាង ឆាប់រហ័ស ។,ខ្ញុំ បាន ទទួល ទំនិញ យ៉ាង ឆាប់រហ័ស ។
1013,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1014,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
1015,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1016,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0,ខ្ញុំ មាន បទពិសោធន៍ ល្អ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ ល្អ ជាមួយ សេវាកម្ម នេះ ។
1017,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1.0,ភាពយន្ត នេះ ល្អ លើ ស ការរំពឹងទុក ។,ភាពយន្ត នេះ ល្អ លើស ការរំពឹងទុក ។
1018,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0,ខ្ញុំ បាន ទទួល ទំនិញ យ៉ាង ឆាប់រហ័ស ។,ខ្ញុំ បាន ទទួល ទំនិញ យ៉ាង ឆាប់រហ័ស ។
1019,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0,បទចម្រៀង នេះ ឆ្លៀតចិត្ត ។,បទចម្រៀង នេះ ឆ្លៀត ចិត្ត ។
1020,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
1021,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។
1022,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1023,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
1024,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។
1025,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
1026,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។
1027,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0,បទចម្រៀង នេះ ឆ្លៀតចិត្ត ។,បទចម្រៀង នេះ ឆ្លៀត ចិត្ត ។
1028,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
1029,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។
1030,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1.0,ភាពយន្ត នេះ ល្អ លើ ស ការរំពឹងទុក ។,ភាពយន្ត នេះ ល្អ លើស ការរំពឹងទុក ។
1031,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0,ខ្ញុំ មាន បទពិសោធន៍ ល្អ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ ល្អ ជាមួយ សេវាកម្ម នេះ ។
1032,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1033,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
1034,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។
1035,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។
1036,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។
1037,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។
1038,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។
1039,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1040,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1041,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1042,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។
1043,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។
1044,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
1045,បទចម្រៀងនេះមិនល្អ។,Negative,0.0,បទចម្រៀង នេះ មិន ល្អ ។,បទចម្រៀង នេះ មិន ល្អ ។
1046,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។,បទចម្រៀង នេះ ប៉ះ ដល់ ចិត្ត យ៉ាង ខ្លាំង ។
1047,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0,ខ្ញុំ មិន បាន ទទួលទំនិញ តាម ពេល កំណត់ ។,ខ្ញុំ មិន បាន ទទួល ទំនិញ តាម ពេល កំណត់ ។
1048,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
1049,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1.0,រឿង ថ្មី នេះ ល្អ ឥត ខ្ចោះ ។,រឿង ថ្មី នេះ ល្អ ឥត ខ្ចោះ ។
1050,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។
1051,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។
1052,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។
1053,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1.0,ភាពយន្ត នេះ ល្អ លើ ស ការរំពឹងទុក ។,ភាពយន្ត នេះ ល្អ លើស ការរំពឹងទុក ។
1054,បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive,1.0,បរិយាកាស នៅ ហាង នេះ ល្អ ឥត ខ្ចោះ ។,បរិយាកាស នៅ ហាង នេះ ល្អ ឥត ខ្ចោះ ។
